time		value
1.366515e+03		1.000000e+00
1.366515e+03		1.000000e+00
1.366566e+03		1.000000e+00
1.366566e+03		1.000000e+00
1.366618e+03		1.000000e+00
1.366618e+03		1.000000e+00
1.366669e+03		1.000000e+00
1.366669e+03		1.000000e+00
1.366720e+03		1.000000e+00
1.366720e+03		1.000000e+00
1.366771e+03		1.000000e+00
1.366771e+03		1.000000e+00
1.366822e+03		1.000000e+00
1.366822e+03		1.000000e+00
1.366874e+03		1.000000e+00
1.366874e+03		1.000000e+00
1.366925e+03		1.000000e+00
1.366925e+03		1.000000e+00
1.366976e+03		1.000000e+00
1.366976e+03		1.000000e+00
1.367027e+03		1.000000e+00
1.367027e+03		1.000000e+00
1.367078e+03		1.000000e+00
1.367078e+03		1.000000e+00
1.367130e+03		1.000000e+00
1.367130e+03		1.000000e+00
1.367181e+03		1.000000e+00
1.367181e+03		1.000000e+00
1.367232e+03		1.000000e+00
1.367232e+03		1.000000e+00
1.367283e+03		1.000000e+00
1.367283e+03		1.000000e+00
1.367334e+03		1.000000e+00
1.367334e+03		1.000000e+00
1.367386e+03		1.000000e+00
1.367386e+03		1.000000e+00
1.367437e+03		1.000000e+00
1.367437e+03		1.000000e+00
1.367488e+03		1.000000e+00
1.367488e+03		1.000000e+00
1.367539e+03		1.000000e+00
1.367539e+03		1.000000e+00
1.367590e+03		1.000000e+00
1.367590e+03		1.000000e+00
1.367642e+03		1.000000e+00
1.367642e+03		1.000000e+00
1.367693e+03		1.000000e+00
1.367693e+03		1.000000e+00
1.367744e+03		1.000000e+00
1.367744e+03		1.000000e+00
1.367795e+03		1.000000e+00
1.367795e+03		1.000000e+00
1.367846e+03		1.000000e+00
1.367846e+03		1.000000e+00
1.367898e+03		1.000000e+00
1.367898e+03		1.000000e+00
1.367949e+03		1.000000e+00
1.367949e+03		1.000000e+00
1.368000e+03		1.000000e+00
1.368000e+03		1.000000e+00
1.368051e+03		1.000000e+00
1.368051e+03		1.000000e+00
1.368102e+03		1.000000e+00
1.461792e+03		1.000000e+00
1.461792e+03		1.000000e+00
1.461843e+03		1.000000e+00
1.461843e+03		1.000000e+00
1.461894e+03		1.000000e+00
1.461894e+03		1.000000e+00
1.461946e+03		1.000000e+00
1.461946e+03		1.000000e+00
1.461997e+03		1.000000e+00
1.461997e+03		1.000000e+00
1.462048e+03		1.000000e+00
1.462048e+03		1.000000e+00
1.462099e+03		1.000000e+00
1.462099e+03		1.000000e+00
1.462150e+03		1.000000e+00
1.462150e+03		1.000000e+00
1.462202e+03		1.000000e+00
1.462202e+03		1.000000e+00
1.462253e+03		1.000000e+00
1.462253e+03		1.000000e+00
1.462304e+03		1.000000e+00
1.462304e+03		1.000000e+00
1.462355e+03		1.000000e+00
1.462355e+03		1.000000e+00
1.462406e+03		1.000000e+00
1.462406e+03		1.000000e+00
1.462458e+03		1.000000e+00
1.462458e+03		1.000000e+00
1.462509e+03		1.000000e+00
1.462509e+03		1.000000e+00
1.462560e+03		1.000000e+00
1.462560e+03		1.000000e+00
1.462611e+03		1.000000e+00
1.462611e+03		1.000000e+00
1.462662e+03		1.000000e+00
1.462662e+03		1.000000e+00
1.462714e+03		1.000000e+00
1.462714e+03		1.000000e+00
1.462765e+03		1.000000e+00
1.462765e+03		1.000000e+00
1.462816e+03		1.000000e+00
1.462816e+03		1.000000e+00
1.462867e+03		1.000000e+00
1.462867e+03		1.000000e+00
1.462918e+03		1.000000e+00
1.462918e+03		1.000000e+00
1.462970e+03		1.000000e+00
1.462970e+03		1.000000e+00
1.463021e+03		1.000000e+00
1.463021e+03		1.000000e+00
1.463072e+03		1.000000e+00
1.463072e+03		1.000000e+00
1.463123e+03		1.000000e+00
1.463123e+03		1.000000e+00
1.463174e+03		1.000000e+00
1.463174e+03		1.000000e+00
1.463226e+03		1.000000e+00
1.463226e+03		1.000000e+00
1.463277e+03		1.000000e+00
1.463277e+03		1.000000e+00
1.463328e+03		1.000000e+00
1.463328e+03		1.000000e+00
1.463379e+03		1.000000e+00
1.463379e+03		1.000000e+00
5.829146e+03		1.000000e+00
5.829197e+03		1.000000e+00
5.829248e+03		1.000000e+00
5.829299e+03		1.000000e+00
5.829350e+03		1.000000e+00
5.829402e+03		1.000000e+00
5.829453e+03		1.000000e+00
5.829504e+03		1.000000e+00
5.829555e+03		1.000000e+00
5.829606e+03		1.000000e+00
5.829658e+03		1.000000e+00
5.829709e+03		1.000000e+00
5.829760e+03		1.000000e+00
5.829811e+03		1.000000e+00
5.829862e+03		1.000000e+00
5.829914e+03		1.000000e+00
5.829965e+03		1.000000e+00
5.830016e+03		1.000000e+00
5.830067e+03		1.000000e+00
5.830118e+03		1.000000e+00
5.830170e+03		1.000000e+00
5.830221e+03		1.000000e+00
5.830272e+03		1.000000e+00
5.830323e+03		1.000000e+00
5.830374e+03		1.000000e+00
5.830426e+03		1.000000e+00
5.830477e+03		1.000000e+00
5.830528e+03		1.000000e+00
5.830579e+03		1.000000e+00
